Date,Player ID,87.14285714,1,0,0.19047619,0,0,0,0.095238095,0.19047619,0.142857143,0,0,0,0,0,0,0,0,0,0,0.095238095,0.19047619,0.142857143,0,0,0,0,0,0.047619048,0.142857143,0.095238095,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0.047619048,0.095238095,0,0,0.047619048,0,0,46.38095238,5.666666667,0,0.095238095,46.38095238,5.619047619,35.52380952,1.904761905,10.85714286,3.714285714,13.71428571,0.238095238,30.9047619,3.714285714,1.761904762,1.666666667,44.04761905,4.285714286,2.333333333,1.333333333,0.095238095,0.142857143,0,0.047619048,0,0.333333333,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.523809524,1.714285714,0.19047619,0,0.047619048,0,0.047619048,0,0.047619048,0,0.047619048,61.23809524,0,0,0,0,0,0,0,0,0,0,2.857142857,1.523809524,1.380952381,0.80952381,1.476190476,0.714285714,0.571428571,0.238095238,0.142857143,4.428571429,2.571428571,1.857142857,0.047619048,0.523809524,1.666666667,9.047619048,0.428571429,0.428571429,0.571428571,0,0.571428571,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0.238095238,0,0,0,8,5,0,0.047619048,0.095238095,0,26.0952381,3.095238095,8.714285714,14.14285714,0.333333333,0.523809524,0,8,2011,1.333333333,0.666666667,0.19047619,,,1,,,,,,,,,,,,,,,,,,,
12/21/2011,17127,81,0.952380952,0.047619048,0.19047619,0.047619048,0,0,0.095238095,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0.238095238,0.142857143,0.047619048,0.047619048,0,0,0,0,0.238095238,0.142857143,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.095238095,0,0,0,0,0,0.238095238,0.047619048,0,0,0,0,0,46.80952381,11,0.095238095,0.80952381,45.85714286,7.761904762,20.28571429,2.714285714,25.57142857,5.047619048,9.095238095,0.714285714,25.04761905,4.285714286,11.71428571,2.761904762,44.04761905,7.047619048,1.80952381,0.714285714,0.80952381,0.80952381,0.952380952,3.238095238,0.047619048,0.619047619,0,0,0.047619048,8.952380952,0.761904762,0.142857143,0.333333333,0.095238095,0.095238095,0.095238095,0.095238095,0,0,0.857142857,3.142857143,0.857142857,3.142857143,0,0,0.047619048,0.761904762,0.285714286,0,0,0.857142857,2.80952381,0.857142857,2.80952381,0.952380952,3.238095238,78.19047619,0,0,0,0,0,0,0,0.047619048,0,0.047619048,6.095238095,3.523809524,2.714285714,1.142857143,3.380952381,2.380952381,1.666666667,0.333333333,0.047619048,2.380952381,1.428571429,0.952380952,0,0,1.666666667,6.80952381,0.571428571,0.571428571,1.238095238,0.238095238,1,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619,0,0,0,8,2.523809524,0,0.857142857,0,0,19.95238095,7.523809524,2.238095238,28.0952381,0.19047619,1.80952381,0,8,2011,17.71428571,0.523809524,0,,,1,,,,,,,,,,,,,,,,,,,
9/24/2011,37748,85.44827586,0.965517241,0.034482759,0.068965517,0.206896552,0.068965517,0.068965517,0.379310345,0.517241379,0.413793103,0,0,0,0,0,0,0,0.034482759,0.103448276,0.206896552,0.310344828,0.310344828,0.172413793,0,0.068965517,0.206896552,0.24137931,0.137931034,0.206896552,0.172413793,0.103448276,0.034482759,0.103448276,0.275862069,0.310344828,0.034482759,0.068965517,0.068965517,0,0,0,0,0,0,0,0,0.137931034,0.068965517,0,0,0,0,0.206896552,0.103448276,0,0,0.034482759,0,0.206896552,0.24137931,0.034482759,0.034482759,0,0,0,43.17241379,7.551724138,0.034482759,0.310344828,43.03448276,7.275862069,29.48275862,2.896551724,13.55172414,4.379310345,14.79310345,0.862068966,24.27586207,3.827586207,3.965517241,2.586206897,39.48275862,5.379310345,3.551724138,1.896551724,0.068965517,0.068965517,0.137931034,0.275862069,0,0.551724138,0,0,0,1.827586207,0.310344828,0.206896552,0.103448276,0.137931034,0.275862069,0.137931034,0.275862069,0,0,0,0,0,0,0,0,0.344827586,1.517241379,0.310344828,0.034482759,0,0.137931034,0.275862069,0.137931034,0.275862069,0.137931034,0.275862069,65.51724138,0,0,0,0,0,0,0,0,0,0,4.517241379,2.931034483,1.862068966,1.482758621,2.655172414,1.448275862,1.344827586,0.275862069,0.172413793,4.137931034,2.862068966,1.275862069,0,0.517241379,2.310344828,9,1.137931034,1.103448276,0.827586207,0.068965517,0.75862069,0,0.034482759,0,0.034482759,0.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0.034482759,0.137931034,0,0,0,8,5.275862069,0,0.103448276,0.310344828,0,16.86206897,5,20.27586207,8.586206897,0.586206897,1.482758621,0.034482759,8,2011,4.965517241,1.172413793,0.344827586,,,1,,,,,,,,,,,,,,,,,,,
12/21/2011,15943,86.77419355,0.967741935,0.032258065,0.032258065,0.032258065,0,0,0.129032258,0.548387097,0.064516129,0,0,0,0,0,0,0,0,0,0.032258065,0.129032258,0.483870968,0.064516129,0,0,0.064516129,0,0.032258065,0.129032258,0.35483871,0.032258065,0,0,0.032258065,0,0,0,0.161290323,0.032258065,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0.096774194,0.032258065,0,0,0,0.064516129,0.451612903,0,0,0.032258065,0,0,20.58064516,9.806451613,0,0.161290323,20.58064516,9.612903226,13.64516129,2.35483871,6.935483871,7.258064516,6.096774194,0.258064516,11.5483871,4.64516129,2.935483871,4.709677419,17.80645161,5.903225806,2.774193548,3.709677419,0.096774194,0.129032258,0,0.032258065,0,1.161290323,0,0,0,0.161290323,0,0.193548387,0,0,0,0,0,0,0,0,0.032258065,0,0.032258065,0,0,1,3.129032258,0.032258065,0,0,0,0.032258065,0,0.032258065,0,0.032258065,46.96774194,0,0,0,0,0,0,0,0,0,0,4.516129032,2.935483871,2.548387097,1.483870968,1.967741935,1.451612903,1.064516129,0.225806452,0,9.451612903,5.193548387,4.258064516,0,0.935483871,2.322580645,9.677419355,0.774193548,0.774193548,0.483870968,0.032258065,0.451612903,0,0,0,0.032258065,0.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0.161290323,0,0.161290323,0,0,0,0,0.580645161,0,0,0,4.580645161,5.322580645,0,0.096774194,0,0,16.61290323,2.129032258,4.451612903,7.193548387,0.129032258,0.677419355,0,8,2011,2.290322581,1.612903226,0.096774194,,,,1,,,,,,,,,,,,,,,,,,
9/25/2011,8380,89.96428571,1,0,0.035714286,0.035714286,0,0,0.142857143,0.25,0.178571429,0,0,0,0,0,0,0,0,0,0.035714286,0.142857143,0.25,0.142857143,0,0,0,0.035714286,0.035714286,0.142857143,0.214285714,0.107142857,0,0,0,0.035714286,0,0,0.035714286,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0.035714286,0.035714286,0,0,0.071428571,0,0,0.214285714,0,0,0.035714286,0,0,24.71428571,8.678571429,0,0.321428571,24.67857143,8.607142857,17.5,1.928571429,7.178571429,6.678571429,7.285714286,0.428571429,14.85714286,4.107142857,2.535714286,4.071428571,21.42857143,5.142857143,3.25,3.464285714,0.071428571,0.071428571,0.035714286,0.071428571,0,1.535714286,0,0,0,0.107142857,0,0.321428571,0.178571429,0,0.071428571,0,0.071428571,0,0,0.035714286,0,0.035714286,0,0,0,0.964285714,3,0.071428571,0,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.071428571,50.89285714,0,0,0,0,0,0.035714286,0.035714286,0,0,0.071428571,5.214285714,3.071428571,2.178571429,0.857142857,3.035714286,2.214285714,1.857142857,0.464285714,0,9,5.035714286,3.964285714,0,0.821428571,2.035714286,10.46428571,1.178571429,1.071428571,0.392857143,0,0.392857143,0,0.035714286,0.071428571,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.642857143,0,0,0,4.678571429,5.857142857,0,0.25,0.035714286,0,16.42857143,2,9.071428571,5.892857143,0.357142857,0.928571429,0.035714286,8,2011,2.035714286,1.035714286,0.107142857,,,,1,,,,,,,,,,,,,,,,,,
12/21/2011,1764,83.64516129,0.935483871,0.064516129,0.096774194,0,0,0,0,0.161290323,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0.032258065,0,0,0.096774194,0.032258065,0,0,0,0,0,0,0.064516129,0.032258065,0,0,0.096774194,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161290323,0,0,0,0,0,0,21.64516129,9.516129032,0.064516129,0.677419355,21.03225806,7.677419355,8.806451613,1.806451613,12.22580645,5.870967742,3.935483871,0.516129032,10.35483871,2.967741935,6.741935484,4.193548387,19.58064516,5.774193548,1.451612903,1.903225806,0.096774194,0.129032258,0.612903226,1.838709677,0,1.064516129,0,0,0,6.967741935,2.451612903,0.225806452,0.741935484,0,0,0,0,0,0,0.612903226,1.838709677,0.612903226,1.838709677,0,0,0.580645161,1.516129032,0.225806452,0.064516129,0,0.548387097,1.419354839,0.548387097,1.419354839,0.612903226,1.838709677,53.06451613,0,0,0,0,0,0,0,0.032258065,0,0.032258065,4.774193548,3.129032258,1.096774194,0.612903226,3.677419355,2.516129032,1.677419355,0.580645161,0,3.64516129,2.161290323,1.483870968,0,0.548387097,1.806451613,7.064516129,0.612903226,0.612903226,1.193548387,0.258064516,0.935483871,0,0,0,0.096774194,0.193548387,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.612903226,0,0,0,4.516129032,2.806451613,0,0.548387097,0,0,12.90322581,4.903225806,0.903225806,12.4516129,0.548387097,0.838709677,0.225806452,8,2011,10.29032258,0.548387097,0,,,,1,,,,,,,,,,,,,,,,,,
4/24/2012,15405,87.31428571,0.971428571,0.028571429,0.085714286,0.057142857,0.028571429,0,0.114285714,0.114285714,0.028571429,0,0,0,0,0,0,0,0,0,0.057142857,0.085714286,0.114285714,0.028571429,0,0.028571429,0,0,0,0,0.028571429,0,0.057142857,0.114285714,0.085714286,0.028571429,0,0,0,0,0,0,0,0,0.028571429,0.028571429,0,0.085714286,0,0,0,0,0,0.085714286,0,0,0,0,0,0.057142857,0,0.028571429,0,0.028571429,0,0,26.65714286,11.08571429,0.057142857,0.771428571,26.17142857,8.942857143,10.68571429,1.828571429,15.48571429,7.114285714,4.285714286,0.514285714,13.62857143,3.228571429,8.257142857,5.2,23.08571429,6.342857143,3.085714286,2.6,0.142857143,0.171428571,0.485714286,2.142857143,0.285714286,0.714285714,0.057142857,0.171428571,0.028571429,6.628571429,2.085714286,0.6,0.6,0.457142857,1.885714286,0.428571429,1.885714286,0.028571429,0,0.028571429,0.228571429,0,0.057142857,0.028571429,0.171428571,0.742857143,1.6,0.314285714,0,0.028571429,0.371428571,1.857142857,0.314285714,1.685714286,0.428571429,1.942857143,60.05714286,0,0,0.028571429,0,0.028571429,0.057142857,0.085714286,0.085714286,0,0.228571429,4.857142857,3.342857143,1.028571429,0.571428571,3.828571429,2.771428571,1.571428571,0.742857143,0.028571429,4.142857143,2.571428571,1.571428571,0.085714286,0.285714286,2.942857143,9.514285714,1,1,0.914285714,0.114285714,0.8,0,0,0,0.085714286,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.028571429,0.942857143,0,0,0,4.485714286,4.542857143,0,0.228571429,0.085714286,0,16.71428571,4.142857143,14.28571429,2.6,0.571428571,0.685714286,0.057142857,8,2011,9.428571429,0.628571429,0,,,,1,,,,,,,,,,,,,,,,,,
4/24/2012,13310,89,1,0,0.037037037,0.037037037,0.037037037,0,0.222222222,0.259259259,0.074074074,0,0,0,0,0,0,0,0,0,0.037037037,0.222222222,0.259259259,0.037037037,0,0,0,0.037037037,0,0.185185185,0.259259259,0,0,0,0,0,0.037037037,0.037037037,0,0.074074074,0,0,0,0,0.074074074,0.074074074,0,0.074074074,0,0,0,0,0,0.074074074,0.074074074,0,0,0.074074074,0,0.037037037,0.148148148,0.037037037,0,0.037037037,0,0,16.77777778,7.074074074,0.037037037,0.333333333,16.74074074,7.037037037,11.18518519,1.407407407,5.555555556,5.62962963,5.962962963,0.37037037,8.296296296,2.518518519,2.481481481,4.148148148,13.92592593,3.962962963,2.814814815,3.074074074,0,0.111111111,0.037037037,0.037037037,0,1.074074074,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.037037037,0.037037037,0.037037037,0.037037037,0,0,0.740740741,2.296296296,0,0,0,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,38.2962963,0.037037037,0,0,0,0.037037037,0,0,0,0,0,2.740740741,2.037037037,0.703703704,1.296296296,2.037037037,0.740740741,0.962962963,0.62962963,0.037037037,8.296296296,3.777777778,4.518518519,0.074074074,1,1.333333333,7.111111111,0.481481481,0.481481481,0.333333333,0,0.333333333,0,0,0,0.037037037,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0.222222222,0,0,0,6.296296296,5.37037037,0,0.037037037,0.111111111,0,13.66666667,1.62962963,3.481481481,5.074074074,0.037037037,0.851851852,0,8,2011,1.851851852,1.037037037,0.259259259,,,,,1,,,,,,,,,,,,,,,,,
9/11/2011,19188,79.45454545,0.954545455,0.045454545,0.136363636,0,0,0,0.136363636,0.136363636,0.045454545,0,0,0,0,0,0,0,0,0,0,0.136363636,0.136363636,0.045454545,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0.090909091,0,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0,0.045454545,0,0,0.090909091,0.045454545,0,0,0,0,15.86363636,6.090909091,0.045454545,0.090909091,15.81818182,6,10.90909091,1.681818182,4.909090909,4.318181818,5.772727273,0.363636364,8,3.227272727,2.045454545,2.409090909,15.18181818,5.045454545,0.636363636,0.954545455,0.045454545,0.136363636,0.045454545,0.090909091,0,0.772727273,0,0,0,2.772727273,0.909090909,0.045454545,0,0.045454545,0.090909091,0.045454545,0.090909091,0,0,0,0,0,0,0,0,0.318181818,1.727272727,0.227272727,0,0,0.045454545,0.090909091,0.045454545,0.090909091,0.045454545,0.090909091,39.27272727,0,0,0,0,0,0,0,0,0,0,2.772727273,2.045454545,1.272727273,1.136363636,1.5,0.909090909,1,0.136363636,0,7.863636364,3.5,4.363636364,0,0.272727273,2.545454545,8.045454545,0.363636364,0.363636364,0.318181818,0.045454545,0.272727273,0,0,0,0,0.090909091,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0,0,6.045454545,5,0,0.181818182,0.136363636,0,11.31818182,2.454545455,5.818181818,2.363636364,0.136363636,0.545454545,0,8,2011,2.409090909,0.818181818,0,,,,,1,,,,,,,,,,,,,,,,,
9/11/2011,8371,79.30434783,0.826086957,0.173913043,0.043478261,0.043478261,0,0.043478261,0.217391304,0.347826087,0.130434783,0,0,0,0,0,0,0,0,0,0.043478261,0.217391304,0.304347826,0.130434783,0,0,0.043478261,0,0.043478261,0.173913043,0.304347826,0.086956522,0,0.043478261,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0.130434783,0,0,0.086956522,0,0.086956522,0.086956522,0,0,0.173913043,0,0,16.04347826,5.782608696,0,0.130434783,16.04347826,5.695652174,12.04347826,1.782608696,4,3.913043478,6.52173913,0.565217391,8.260869565,2.913043478,1.260869565,2.217391304,14.69565217,3.608695652,1.347826087,2.086956522,0.086956522,0.130434783,0,0.043478261,0,1,0,0,0,0.043478261,0.086956522,0.043478261,0.043478261,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0,0,0.260869565,1.956521739,0,0.043478261,0,0,0.043478261,0,0.043478261,0,0.043478261,35.86956522,0,0,0,0,0,0,0,0,0,0,3.347826087,2.652173913,1.217391304,1.304347826,2.130434783,1.347826087,1.391304348,0.434782609,0.086956522,6.956521739,3.391304348,3.565217391,0,1.260869565,1.913043478,7.826086957,1.173913043,1.173913043,0.260869565,0,0.260869565,0,0,0,0,0.260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0,0,0.043478261,0.086956522,0.086956522,0,0,0,6.130434783,7.826086957,0,0.043478261,0.086956522,0,11.86956522,1.52173913,5.043478261,3.391304348,0.173913043,0.565217391,0,8,2011,1.608695652,1.173913043,0.173913043,,,,,1,,,,,,,,,,,,,,,,,
